,Title,Abstract,Claims
448,method apparatus loading prosthesis onto delivery system,device loading prosthesis onto delivery system includes first housing central bore one actuator first housing may actuated radially inward selectively compress discrete portion prosthesis disposed central bore,device loading prosthesis onto delivery system said device comprising first housing comprising first inlet first outlet first central bore extending therebetween first housing one actuator configured actuate radially inward outward one actuator adapted selectively compress discrete portion prosthesis radially inward prosthesis disposed first central bore adjacent portion prosthesis remain uncompressed one actuator
449,city hugo minimally invasive implantable neurostimulation system,neuromodulation therapy delivered via least one electrode implanted subcutaneously superficially fascia layer superficial nerve patient one example implantable medical device deployed along superficial surface deep fascia tissue layer superficial nerve patient electrical stimulation energy delivered nerve deep fascia tissue layer via implantable medical device electrode,device delivering neuromodulation therapy comprising implantable medical device configured implanted surface tissue layer superficial nerve patient implantable medical device comprising housing least one fixation member coupled housing least one fixation member configured engage tissue layer secure implantable medical device implant site plurality electrode pulse generating circuit enclosed housing coupled plurality electrode pulse generating circuit configured generate stimulation pulse delivery electrical stimulation therapy via plurality electrode nerve tissue layer least one plurality electrode located exterior surface housing configured contact tissue layer implantable medical device implanted implant site least one fixation member comprises flexible material configured allow least one fixation member assume first position implantable medical device received implantation tool extend second position expelled implantation tool engage tissue layer implant site device least one fixation member includes plurality tine device plurality tine includes descending portion extending away housing distal end distal end comprising sharpened tip configured penetrate tissue layer device least one fixation member formed material comprising nitinol device least one fixation member comprises shape memory material configured allow least one fixation member bend flared position second position advanced tissue layer resist movement tissue layer device least one fixation member comprises feedthrough pin including distal end comprising feedthrough pin electrode feedthrough pin configured extend tissue layer implant site position feedthrough pin electrode proximity nerve patient device least one fixation member comprises curved hook extending away housing distal end hook distal end hook comprising sharpened tip configured penetrate tissue layer implant site secure implantable medical device device least one fixation member comprises first fixation member extends away housing first direction second fixation member extends away housing second direction different first direction device least one fixation member extends one lumen positioned one anchoring location along exterior housing least one fixation member configured held first position received implantation tool assume second position advanced implantation tool system delivering neuromodulation therapy comprising implantable medical device configured implanted surface tissue layer superficial nerve patient implantable medical device comprising housing least one fixation member coupled housing least one fixation member configured engage tissue layer secure implantable medical device implant site plurality electrode pulse generating circuit enclosed housing coupled plurality electrode pulse generating circuit configured generate stimulation pulse delivery electrical stimulation therapy via plurality electrode nerve tissue layer least one plurality electrode located exterior surface housing configured contact tissue layer implantable medical device implanted implant site implantation tool configured use implanting implantable medical device implant site implantation tool comprising body comprising inner lumen configured receive implantable medical device least one fixation member within inner lumen body fixation member held first position confined within inner lumen body comprising distal end comprising tip configured allow distal end body positioned implant site plunger configured received extend least portion body engage implantable medical device plunger configured advanced inner lumen eject least one fixation member distal end body implant site least one fixation member assumes flared position engages tissue layer secure implantable medical device implant site least one fixation member comprises flexible material configured allow least one fixation member assume first position implantable medical device received implantation tool extend second position expelled implantation tool engage tissue layer implant site system least one fixation member includes plurality tine system plurality tine includes descending portion extending away housing distal free end distal free end comprising sharpened tip configured penetrate tissue layer system least one fixation member formed material comprising nitinol system least one fixation member formed material shape memory material configured allow least one fixation member bend flared position second position advanced tissue layer resist movement tissue layer system tip distal end body implantation tool comprises cutting edge configured cut skin patient system least one plurality electrode located exterior surface housing configured contact tissue layer implantable medical device implanted implant site system implantation tool configured perform delivery fixation implantable medical device simultaneously implantable medical device expelled implantation tool implant site system implantation tool comprises nerve locating electrode configured advanced toward one implant site deliver test stimulation pulse measure stimulation response test stimulation pulse identify nerve location system comprising external device transmitting power position implantable medical device powering pulse generating circuit generate stimulation pulse delivered nerve via plurality electrode method comprising receiving implantable medical device within inner lumen body implantation tool implantation tool configured implant implantable medical device implant site superficial nerve patient implantable medical device comprising housing least one fixation member coupled housing least one fixation member configured engage tissue layer patient secure implantable medical device implant site plurality electrode pulse generating circuit enclosed housing coupled plurality electrode pulse generating circuit configured generate stimulation pulse delivery electrical stimulation therapy via plurality electrode nerve tissue layer least one plurality electrode located exterior surface housing configured contact tissue layer implantable medical device implanted implant site least one fixation member comprises flexible material configured allow least one fixation member assume first position implantable medical device received implantation tool extend second position expelled implantation tool engage tissue layer implant site positioning distal end implantation tool implant site expelling implantable medical device implantation tool secure implantable medical device implant site allow least one fixation member extend second position expelled implantation tool engage tissue layer implant site method least one fixation member includes plurality tine method plurality tine includes descending portion extending away housing distal end distal end comprising sharpened tip configured penetrate tissue layer method least one fixation member formed material comprising nitinol method least one fixation member formed material shape memory material configured allow least one fixation member bend flared position second position advanced tissue layer resist movement tissue layer method comprising delivering plurality electrode electrical stimulation therapy nerve tissue layer method comprising delivering nerve locating electrode implantation tool set test stimulation pulse one implantation site measuring using electrical circuitry stimulation response set test stimulation pulse identify selected implant site expelling using implanting tool implantable medical device implant implantable medical device selected implant site
450,medical device system method visualization treatment bodily passage,medical device described particularly disclosure relates medical device system method visualization treatment bodily passage airway sinus cavity sinus passage exemplary medical device comprises elongate member actuator moveable actuator first position actuator second position wire member elongate member first straight substantially straight configuration actuator actuator first position second curved configuration actuator actuator second position,medical device comprising elongate member elongate member proximal end elongate member distal end elongate member exterior surface elongate member first portion elongate member second portion elongate member body defining first elongate member lumen second elongate member lumen elongate member first aperture elongate member first portion distal end disposed location elongate member proximal end elongate member distal end elongate member first portion extending elongate member proximal end distal end elongate member first portion elongate member second portion extending distal end elongate member first portion elongate member distal end first elongate member lumen extending elongate member first portion second elongate member lumen extending elongate member first portion elongate member second portion elongate member first aperture disposed distal end elongate member first portion elongate member distal end extending elongate member body providing access second elongate member lumen handle attached elongate member actuator moveable actuator first position actuator second position wire member wire member first end attached actuator wire member second end attached elongate member wire member extending wire member first end first elongate member lumen along elongate member exterior surface elongate member first aperture wire member passing elongate member first aperture extending second elongate member lumen imaging device attached elongate member adapted obtain one image elongate member moveable substantially straight configuration actuator actuator first position curved configuration actuator actuator second position movement actuator actuator first position actuator second position creates tension wire member result movement elongate member substantially straight configuration curved configuration elongate member defines curve actuator actuator second position medical device elongate member first portion first cross sectional configuration elongate member second portion second cross sectional configuration different first cross sectional configuration medical device first cross sectional configuration oval medical device second cross sectional configuration circular medical device elongate member first portion formed first material first durometer hardness elongate member second portion formed second material second durometer hardness different first durometer hardness medical device second durometer hardness le first durometer hardness medical device second elongate member lumen extends elongate member proximal end elongate member distal end medical device elongate member elongate member lengthwise axis defines first elongate member opening second elongate member opening first elongate member opening defined elongate member proximal end second elongate member opening defined distal end elongate member first portion first elongate member lumen extending first elongate member opening second elongate member opening second elongate member opening elongate member first aperture disposed plane extends elongate member lengthwise axis medical device elongate member elongate member lengthwise axis defines first elongate member opening second elongate member opening first elongate member opening defined elongate member proximal end second elongate member opening defined distal end elongate member first portion first elongate member lumen extending first elongate member opening second elongate member opening second elongate member opening disposed first plane extends elongate member lengthwise axis elongate member first aperture disposed second plane extends elongate member lengthwise axis disposed angle first plane angle degree degree medical device comprising optical fiber disposed within second lumen attached elongate member medical device comprising cap disposed elongate member distal end imaging device attached cap medical device comprising optical fiber disposed within second lumen attached cap medical device actuator adapted releasably fixed actuator first position actuator second position medical device actuator linear actuator medical device wire member attached elongate member proximal elongate member distal end medical device elongate member body defines elongate member second aperture elongate member third aperture elongate member second aperture disposed elongate member first aperture elongate member distal end elongate member third aperture disposed elongate member second aperture elongate member distal end elongate member second aperture elongate member third aperture extending elongate member body providing access second elongate member lumen wire member extends wire member first end first elongate member lumen along elongate member exterior surface elongate member first aperture wire member passing elongate member first aperture extending second elongate member lumen elongate member second aperture wire member passing elongate member second aperture along elongate member exterior surface elongate member third aperture wire member passing elongate member third aperture extending elongate member second lumen medical device comprising elongate member elongate member proximal end elongate member distal end elongate member exterior surface elongate member first portion elongate member second portion elongate member body defining first elongate member lumen second elongate member lumen elongate member first aperture elongate member first portion distal end disposed location elongate member proximal end elongate member distal end elongate member first portion first cross sectional configuration extending elongate member proximal end distal end elongate member first portion elongate member second portion second cross sectional configuration extending distal end elongate member first portion elongate member distal end second cross sectional configuration different first cross sectional configuration first elongate member lumen extending elongate member first portion second elongate member lumen extending elongate member first portion elongate member second portion elongate member first aperture disposed distal end elongate member first portion elongate member distal end extending elongate member body providing access second elongate member lumen handle attached elongate member actuator moveable actuator first position actuator second position wire member wire member first end attached actuator wire member second end attached elongate member wire member extending wire member first end first elongate member lumen along elongate member exterior surface elongate member first aperture wire member passing elongate member first aperture extending second elongate member lumen imaging device attached elongate member adapted obtain one image optical fiber disposed within second lumen attached elongate member elongate member moveable substantially straight configuration actuator actuator first position curved configuration actuator actuator second position movement actuator actuator first position actuator second position creates tension wire member result movement elongate member substantially straight configuration curved configuration elongate member defines curve actuator actuator second position medical device elongate member elongate member lengthwise axis defines first elongate member opening second elongate member opening first elongate member opening defined elongate member proximal end second elongate member opening defined distal end elongate member first portion first elongate member lumen extending first elongate member opening second elongate member opening second elongate member opening elongate member first aperture disposed plane extends elongate member lengthwise axis medical device elongate member body defines elongate member second aperture elongate member third aperture elongate member second aperture disposed elongate member first aperture elongate member distal end elongate member third aperture disposed elongate member second aperture elongate member distal end elongate member second aperture elongate member third aperture extending elongate member body providing access second elongate member lumen wire member extends wire member first end first elongate member lumen along elongate member exterior surface elongate member first aperture wire member passing elongate member first aperture extending second elongate member lumen elongate member second aperture wire member passing elongate member second aperture along elongate member exterior surface elongate member third aperture wire member passing elongate member third aperture extending elongate member second lumen medical device comprising elongate member elongate member lengthwise axis elongate member proximal end elongate member distal end elongate member exterior surface elongate member first portion elongate member second portion elongate member body defining first elongate member opening second elongate member opening first elongate member lumen second elongate member lumen elongate member first aperture elongate member second aperture elongate member third aperture elongate member first portion distal end disposed location elongate member proximal end elongate member distal end elongate member first portion oval cross sectional configuration extending elongate member proximal end distal end elongate member first portion elongate member second portion circular cross sectional configuration extending distal end elongate member first portion elongate member distal end first elongate member opening defined elongate member proximal end second elongate member opening defined distal end elongate member first portion first elongate member lumen extending first elongate member opening second elongate member opening elongate member first portion second elongate member lumen extending elongate member first portion elongate member second portion elongate member first aperture disposed distal end elongate member first portion elongate member distal end elongate member second aperture disposed elongate member first aperture elongate member distal end elongate member third aperture disposed elongate member second aperture elongate member distal end elongate member first aperture elongate member second aperture elongate member third aperture extending elongate member body providing access second elongate member lumen second elongate member opening elongate member first aperture disposed plane extending elongate member lengthwise axis handle attached elongate member actuator moveable actuator first position actuator second position wire member wire member first end attached actuator wire member second end attached elongate member wire member extending wire member first end first elongate member lumen along elongate member exterior surface elongate member first aperture wire member passing elongate member first aperture extending second elongate member lumen elongate member second aperture wire member passing elongate member second aperture along elongate member exterior surface elongate member third aperture wire member passing elongate member third aperture extending elongate member second lumen imaging device attached elongate member adapted obtain one image optical fiber disposed within second lumen attached elongate member elongate member moveable substantially straight configuration actuator actuator first position curved configuration actuator actuator second position movement actuator actuator first position actuator second position creates tension wire member result movement elongate member substantially straight configuration curved configuration elongate member defines curve actuator actuator second position
451,steerable laser probe,steerable laser probe may include handle actuation structure actuation structure distal end actuation structure proximal end flexible housing tube optic fiber disposed within inner bore handle flexible housing tube extension actuation structure distal end relative actuation structure proximal end may configured gradually curve flexible housing tube optic fiber retraction actuation structure distal end relative actuation structure proximal end may configured gradually straighten flexible housing tube optic fiber,ophthalmic laser probe comprising handle handle distal end handle proximal end actuation structure handle actuation structure distal end actuation structure proximal end housing tube housing handle inner bore handle single housing tube single housing tube distal end single housing tube proximal end single housing tube proximal end disposed housing tube housing optic fiber optic fiber distal end optic fiber proximal end optic fiber disposed inner bore housing tube housing single housing tube optic fiber distal end adjacent single housing tube distal end compression actuation structure configured extend single housing tube relative handle proximal end curve optic fiber single housing tube ophthalmic laser probe actuation structure manufactured additive manufacturing ophthalmic laser probe compression actuation structure configured extend actuation structure distal end relative actuation structure proximal end ophthalmic laser probe compression actuation structure configured extend handle distal end relative handle proximal end ophthalmic laser probe compression actuation structure configured extend single housing tube relative optic fiber ophthalmic laser probe compression actuation structure configured compress portion single housing tube ophthalmic laser probe decompression actuation structure configured retract single housing tube relative handle proximal end ophthalmic laser probe decompression actuation structure configured straighten optic fiber ophthalmic laser probe decompression actuation structure configured straighten single housing tube ophthalmic laser probe decompression actuation structure configured decompress portion single housing tube ophthalmic laser probe comprising handle handle distal end handle proximal end actuation structure handle actuation structure distal end actuation structure proximal end housing tube housing handle inner bore handle single housing tube single housing tube distal end single housing tube proximal end single housing tube proximal end disposed housing tube housing optic fiber optic fiber distal end optic fiber proximal end optic fiber disposed inner bore housing tube housing single housing tube optic fiber distal end adjacent single housing tube distal end decompression actuation structure configured retract single housing tube relative handle proximal end straighten optic fiber single housing tube ophthalmic laser probe actuation structure manufactured additive manufacturing ophthalmic laser probe decompression actuation structure configured retract actuation structure distal end relative actuation structure proximal end ophthalmic laser probe decompression actuation structure configured retract handle distal end relative handle proximal end ophthalmic laser probe decompression actuation structure configured retract single housing tube relative optic fiber ophthalmic laser probe decompression actuation structure configured decompress portion single housing tube ophthalmic laser probe compression actuation structure configured extend single housing tube relative handle proximal end ophthalmic laser probe compression actuation structure configured curve optic fiber ophthalmic laser probe compression actuation structure configured curve single housing tube ophthalmic laser probe compression actuation structure configured compress portion single housing tube
452,pharmaceutical composition method treating us,present invention relates certain inhibitor treating preventing protecting andor delaying progression chronic kidney disease patient example patient prediabetes type type diabetes mellitus,method treating preventing protecting reducing risk delaying occurrence andor delaying progression chronic kidney disease patient said method comprising administering empagliflozin optionally combination one therapeutic substance patient method progression said chronic kidney disease progression end stage renal diseasekidney failure renal death patient method said patient risk renal disease method patient patient prediabetes type type diabetes mellitus method patient risk cardiovascular disease method patient patient prediabetes type type diabetes mellitus risk cardiovascular disease method treating preventing protecting delaying new onset albuminuria patient said method comprising administering empagliflozin optionally combination one therapeutic substance patient method said patient risk renal disease method patient patient prediabetes type type diabetes mellitus method patient risk cardiovascular disease method patient patient prediabetes type type diabetes mellitus risk cardiovascular disease method treating preventing protecting delaying progression albuminuria micro macroalbuminuria patient risk renal disease said method comprising administering empagliflozin optionally combination one therapeutic substance patient method patient patient prediabetes type type diabetes mellitus method treating preventing protecting delaying progression microalbuminuria macroalbuminuria patient chronic kidney disease said method comprising administering empagliflozin optionally combination one therapeutic substance patient method patient patient prediabetes type type diabetes mellitus method treating preventing protecting delaying progression chronic kidney disease patient said method administering empagliflozin optionally combination one therapeutic substance patient method comprising preventing protecting delaying loss egfr example sustained egfr loss said patient method patient patient prediabetes type type diabetes mellitus method treating preventing protecting delaying occurrence new onset albuminuria doubling serum creatinine level accompanied egfr based modification diet renal disease mdrd formula need continuous renal replacement therapy death due renal disease patient said method comprising administering empagliflozin optionally combination one therapeutic substance patient method patient chronic kidney disease method patient patient prediabetes type type diabetes mellitus method patient risk cardiovascular disease method patient patient prediabetes type type diabetes risk cardiovascular disease method patient chronic kidney disease patient prediabetes type type diabetes mellitus method patient patient one cardiovascular risk factor selected b c previous existing vascular disease selected myocardial infarction coronary artery disease percutaneous coronary intervention coronary artery pas grafting ischemic hemorrhagic stroke congestive heart failure peripheral occlusive arterial disease b advanced age year c one cardiovascular risk factor selected advanced type type diabetes mellitus year duration hypertension current daily cigarette smoking dyslipidemia obesity age metabolic syndrome hyperinsulinemia insulin resistance hyperuricemia erectile dysfunction polycystic ovary syndrome sleep apnea family history vascular disease cardiomyopathy firstdegree relative one following confirmed history myocardial infarction unstable angina documented multivessel coronary disease positive stress test multivessel percutaneous coronary intervention multivessel coronary artery bypass grafting cabg history ischemic hemorrhagic stroke peripheral occlusive arterial disease method one therapeutic substance selected antidiabetic substance method comprising administering empagliflozin combination metformin linagliptin metformin linagliptin method one therapeutic substance raas inhibitor method one therapeutic substance direct renin inhibitor angiotensinconverting enzyme ace inhibitor andor angiotensin ii receptor blocker arb method comprising administering empagliflozin combination raas inhibitor method comprising administering empagliflozin combination direct renin inhibitor angiotensinconverting enzyme ace inhibitor andor angiotensin ii receptor blocker arb method empagliflozin administered orally total daily amount mg mg method empagliflozin administered pharmaceutical composition comprising mg mg empagliflozin
453,device method controlling patient temperature,relatively noninvasive device method heating cooling patient body disclosed device method treating ischemic condition inducing therapeutic hypothermia disclosed device method inducing therapeutic hypothermia esophageal cooling disclosed device method operative temperature management disclosed,method cooling esophageal tissue patient method comprising nasally orally inserting heat transfer device patient heat transfer device comprises heat transfer region gastric tube heat transfer region positioned esophagus patient extends stomach patient method patient undergoing surgical procedure method patient undergoing cardiac ablation procedure method heat transfer region diameter centimeter method heat transfer device comprises one lumen providing fluid path flow heat transfer medium method heat transfer device comprises heat transfer medium input port connected one lumen method least one lumen inflow lumen defined semirigid supply tube semirigid supply tube inflatable method semirigid supply tube comprises plastic elasotmer selected group consisting ethylene tetrafluoroethylene etfe polytetrafluoroethylene ptfe perfluoroalkoxy pfa fluorinated ethylene propylene fep silicone rubber method semirigid supply tube comprises silicon rubber method method comprises initiating flow heat transfer medium along fluid path method heat transfer medium flow along fluid path flow rate liter per minute method heat transfer region include balloon partially inflatable lumen method protecting digestive tract patient undergoing cardiac ablation procedure method comprising nasally orally inserting heat transfer device patient heat transfer device comprises heat transfer region gastric tube heat transfer region positioned esophagus patient extends stomach patient method heat transfer region diameter centimeter method heat transfer device comprises one lumen providing fluid path flow heat transfer medium method heat transfer device comprises heat transfer medium input port connected one lumen method least one lumen defined semirigid supply tube semirigid supply tube inflatable method semirigid supply tube comprises plastic elasotmer selected group consisting ethylene tetrafluoroethylene etfe polytetrafluoroethylene ptfe perfluoroalkoxy pfa fluorinated ethylene propylene fep silicone rubber method semirigid supply tube comprises silicon rubber method method comprises initiating flow heat transfer medium along fluid path method heat transfer medium flow along fluid path flow rate liter per minute method heat transfer region include balloon partially inflatable lumen
454,blood vessel analysis apparatus medical image diagnosis apparatus blood vessel analysis method,one embodiment structuring circuitry temporarily structure dynamical model analysis processing based timeseries medical image identification circuitry identifies latent variable dynamical model least one prediction value blood vessel morphology prediction value bloodstream based temporarily structured dynamical model conformity least one observation value blood vessel morphology observation value bloodstream measured advance analysis circuitry analyzes dynamical model identified latent variable allocated,blood vessel analysis apparatus comprising storage configured store data medical image blood vessel subject processing circuitry configured calculate blood flow index related blood pressure along blood vessel based data medical image determine whether collateral exists based change mode blood flow index along blood vessel change mode mode blood flow index first position higher blood flow index second position first position located distal side second position along blood vessel output determination result apparatus processing circuitry determine whether collateral exists based change mode blood flow index along blood vessel change mode mode blood flow index third position lower blood flow index first position blood flow index second position third position located first position second position along blood vessel apparatus blood flow index third position minimal blood flow index along blood vessel apparatus processing circuitry calculates timeseries blood flow index along blood vessel based timeseries medical image determines whether collateral exists based change mode timeseries blood flow index apparatus processing circuitry configured temporarily structure dynamical model analysis processing based timeseries medical image identify latent variable dynamical model least one prediction value blood vessel morphology prediction value bloodstream based temporarily structured dynamical model conformity least one observation value blood vessel morphology observation value bloodstream measured advance analyze dynamical model identified latent variable allocated apparatus processing circuitry configured perform structure analysis fluid analysis structural fluid interaction analysis dynamical model identified latent variable allocated calculate least one prediction value timeseries dynamical index prediction value timeseries bloodstream apparatus processing circuitry identifies latent variable dynamical model prediction value blood vessel morphology prediction value bloodstream conformity observation value blood vessel morphology observation value bloodstream apparatus processing circuitry configured set analysis target region blood vessel region included timeseries medical image set latent variable identification region analysis target region calculate timeseries morphology index timeseries shape deformation index analysis target region performing image processing timeseries medical image temporarily structure dynamical model analysis processing analysis target region based timeseries morphology index timeseries shape deformation index timeseries medical image apparatus processing circuitry locally set analysis target region lesion region treatment target apparatus processing circuitry locally set analysis target region blood vessel region diameter equal mm apparatus processing circuitry excludes pixel region blood vessel heart analysis target region apparatus comprising storage storing plurality ct value range association property blood vessel wall material model latent variable includes material model timeseries medical image timeseries ct image generated xray computed tomography apparatus processing circuitry identifies material model associated storage ct value pixel constituting blood vessel wall region included medical image allocates identified material model blood vessel wall region dynamical model apparatus latent variable includes boundary condition related blood flow inlet blood flow outlet processing circuitry calculates initial value boundary condition based timeseries ct image generated ct scan subject injected contrast agent xray computed tomography apparatus apparatus processing circuitry configured set higher calculation density interest region dynamical model another region apparatus timeseries medical image timeseries ct image generated xray computed tomography apparatus xray computed tomography apparatus executes ct scan temporal resolution designation section timeseries ct image higher temporal resolution another section apparatus timeseries medical image timeseries ct image generated xray computed tomography apparatus subject stressless situation blood vessel analysis method comprising acquiring data medical image blood vessel subject calculating blood flow index related blood pressure along blood vessel based data medical image determining whether collateral exists based change mode blood flow index along blood vessel change mode mode blood flow index first position higher blood flow index second position first position located distal side second position along blood vessel outputting determination result nontransitory computer readable medium string program causing computer perform process process comprising acquiring data medical image blood vessel subject calculating blood flow index related blood pressure along blood vessel based data medical image determining whether collateral exists based change mode blood flow index along blood vessel change mode mode blood flow index first position higher blood flow index second position first position located distal side second position along blood vessel outputting determination result
455,stitched stretch sensor,stitched sensor including plurality thread stitched textile stitch geometry described plurality thread includes conductive thread stitch geometry configured electrical property stitched sensor change based least one stretching relaxation bending textile method forming stitched sensor also described,system comprising stitched sensor comprising plurality thread stitched textile stitch geometry plurality thread comprising conductive thread stitch geometry configured electrical property stitched sensor change based least one stretching relaxation textile system conductive thread defines plurality loop stitch geometry system plurality loop configured become farther apart upon stretching textile closer together upon relaxation textile system plurality loop configured become closer together upon stretching textile farther apart upon relaxation textile system electrical property stitched sensor resistance stitched sensor system stitched sensor configured resistance stitched sensor increase response stretching textile system stitched sensor configured resistance stitched sensor decrease response stretching textile system electrical property stitched sensor resonant frequency stitched sensor system plurality thread comprises conductive thread least one nonconductive thread system stitch geometry comprises least one coverstitch geometry overlock stitch geometry lockstitch geometry system comprising textile system comprising sensing unit coupled conductive thread configured sense change electrical property stitched sensor method comprising forming stitched sensor least stitching plurality thread textile stitch geometry configured electrical property stitched sensor change based least one stretching relaxation textile plurality thread comprising conductive thread method stitching plurality thread textile stitch geometry comprises stitching conductive thread conductive thread defines plurality loop stitch geometry plurality thread comprises conductive thread least one nonconductive thread method stitching plurality thread garment stitch geometry comprises stitching conductive thread plurality loop configured become farther apart upon stretching textile closer together upon relaxation textile method stitching plurality thread garment stitch geometry comprises stitching conductive thread plurality loop configured become closer together upon stretching textile farther apart upon relaxation textile method electrical property stitched stretch sensor comprises resistance stitched sensor resistance stitched sensor increase response stretching textile method electrical property stitched sensor comprises resistance stitched sensor resistance stitched sensor decrease response stretching textile method stitching plurality thread textile stitch geometry comprises stitching plurality thread least one coverstitch geometry overlock stitch geometry lockstitch geometry system comprising plurality thread stitched textile stitch geometry plurality thread comprising conductive thread one nonconductive thread stitch geometry configured electrical property conductive thread change based least one stretching relaxation textile sensing unit electrically coupled conductive thread stitch geometry configured sense change electrical property conductive thread
456,stretchable composite conductor flexible electronics stretchable plasmonic device optical filter implantable device method manufacture,new stretchable electrically conductive composite material comprising least one polymer plurality nanoparticles provided exhibit high conductivity even high strain level composite may comprise polyurethane polymer spherical gold nanoparticles material conductivity level high strain strain furthermore certain embodiment composite maximum tensile strain still exhibiting conductivity inventive material highly flexible highly conductive suitable variety application especially advanced medical device implant flexible electronics disclosure also provides method making stretchable electrically conductive nanocomposites including formation layerbylayer vacuum assisted flocculation certain embodiment stretchable chiral plasmonic composite material use optic device method making provided,stretchable composite chiral plasmonic material comprising twisted film comprising elastic polymer maximum strain greater equal plurality nanoparticles dispersed elastic polymer twisted film either left handed chirality right handed chirality based rotational direction twisted film twisted film capable reversibly transitioning first twisted state second relaxed state control chiroptical property stretchable composite chiral plasmonic material stretchable composite chiral plasmonic material plurality nanoparticles maximum dimension le equal nm selected group consisting gold silver copper nickel iron carbon platinum silicon cdte cdse cd hgte hgse hg pbte pbse pb fe fese combination stretchable composite chiral plasmonic material elastic polymer comprises polyurethane plurality nanoparticles comprises gold nanoparticles stretchable composite chiral plasmonic material plurality nanoparticles present greater equal volume le equal volume total volume stretchable composite chiral plasmonic material method forming stretchable chiral plasmonic material comprising applying first charged material first polarity twisted substrate second polarity opposite first polarity applying second charged material second polarity first charged material layerbylayer process first charged material second charged material distinct one another selected polymer plurality nanoparticles removing first charged material second charged material twisted substrate first charged material second charged material together define plasmonic film either lefthanded chirality righthanded chirality based rotational direction twisted substrate method applying permitting plasmonic film relax first twisted state second relaxed state facilitate buckling plasmonic film method comprising forming plurality layer repeated sequential applying first charged material second charged material removing first charged material second charged material twisted substrate method first charged material positivelycharged polyurethane second charged material plurality gold nanoparticles negativelycharged surface layer
457,field update ambulatory infusion pump system,portable ambulatory infusion device system capable remotely updating ambulatory fluid delivery device include safety protocol verify status ambulatory fluid delivery device field update software method accomplishing field update software also described,ambulatory fluid delivery device comprising user interface user operates input direction data determine dosing medicament patient liquid drug repository contains medicament pump fluidly connected liquid drug repository electrical controller configured direct pump release medicament digital storage component operably connected electrical controller configured store data regarding administered dos medicament one device history log fluid delivery device operating system fluid delivery device user profile information identifying information regarding fluid delivery device safety protocol fluid delivery device signal processing component sends receives electrical data controller fluid delivery device configured receive software update sent qualified source verify appropriateness software update fluid delivery device based upon identifying information device history log automatically install software update update device history log perform test conforming safety protocol installation software ambulatory fluid delivery device software update received user request software update ambulatory fluid delivery device software update automatically received ambulatory fluid delivery device ambulatory fluid delivery device software update installed verifying ambulatory fluid delivery device safe condition update ambulatory fluid delivery device safe condition update comprises currently administering medicament attached patient liquid drug repository fluid communication patient containing medicament combination ambulatory fluid delivery device comprising alarm system indicates least one start finish software update installation ambulatory fluid delivery device signal processing component comprises wireless connection mean sending receiving digital signal physical port connecting cable computer device wireless connection mean physical port ambulatory fluid delivery device device configured display interactive verification test user interface prior installing software update ambulatory fluid delivery device verification test comprise test verify proximity source software update willingness user initiate software update system safely administering medication patient comprising ambulatory fluid delivery device central computing system exchange data instruction data instruction ambulatory fluid delivery device system central computing system exchange data comprising device history log ambulatory fluid delivery device patient basal medication dosage profile patient information combination system central computing system verifies condition ambulatory fluid delivery device prior sending software update system verifying condition ambulatory fluid delivery device comprises examining device history log irregular device performance retrieving current status ambulatory fluid delivery device ensure safe configuration update verifying amount digital memory computing hardware parameter suitable software update confirming software update existing software currently operating ambulatory fluid delivery device compatible combination system comprising remote controller communicates ambulatory fluid delivery device central computing system sensor system communicates ambulatory fluid delivery device central computing system ambulatory fluid delivery device central computing system intermediate computing device communicates ambulatory fluid delivery device central computing system combination system remote controller comprises dedicated handheld remote controlling device second ambulatory fluid delivery device portable computing device configured communicate wirelessly ambulatory fluid delivery device combination system sensor system comprises continuous glucose monitoring system patient temperature monitoring system blood oxygen saturation monitoring system heart rate monitoring system blood pressure monitoring system patient activity monitoring system combination system intermediate computing device comprises handheld computing device comprising tablet personal digital assistant mobile phone combination desktop computer laptop computer computing device configured exchange data ambulatory fluid delivery device wireless connection central computing system internet via wired connection computing device configured exchange data ambulatory fluid delivery device wireless connection central computing system wireless connection comprising wifi cellular phone signal computing device configured exchange data ambulatory fluid delivery device central computing system via wired connection computing device configured exchange data ambulatory fluid delivery device wired connection central computing system internet via wireless connection comprising wifi mobile phone signal combination method remotely updating software ambulatory fluid delivery device comprising central computing system interrogating ambulatory fluid delivery device obtaining data comprising device history log central computing system verifying ambulatory fluid delivery device exhibited unusual performance within certain time period verifying ambulatory fluid delivery device compatible software update verifying user ambulatory fluid delivery device wish update software ambulatory fluid delivery device sending software update central computing system ambulatory fluid delivery device central computing system confirming existing data ambulatory fluid delivery device duplicated performing software update ambulatory fluid delivery device verifying ambulatory fluid delivery device safe condition performance testing performs intended software update method comprising prompting user configure ambulatory fluid delivery device regular operation method regular operation comprises administration one medication patient
