,Title,Abstract,Claims
262,interconnectable ultrasound transducer probe related method apparatus,ultrasound device method described including repeatable ultrasound transducer probe ultrasonic transducer corresponding circuitry repeatable ultrasound transducer probe may used individually coupled instance repeatable ultrasound transducer probe create desired ultrasound device ultrasound device may optionally connected various type external device provide additional processing image rendering functionality,method comprising forming plurality ultrasonic transducer substrate forming control circuitry substrate coupled plurality ultrasonic transducer forming first interface first type substrate second interface second type substrate first second interface individually configured provide electrical connection control circuitry external device method first type interface lower speed interface second type interface method comprising forming third interface third interface second type configured transfer electronic signal control circuitry external device method comprising forming range four time ten time many interface second type interface first type method second interface configured operate speed greater approximately gigabit per second gbps method second interface configured operate speed approximately gbps approximately gbps method comprising forming first interface andor second interface substrate method second interface configured interface external field programmable gate array method first interface configured interface consumer electronics device method consumer electronics device tablet computer method consumer electronics device smartphone method consumer electronics device laptop computer method second interface incompatible consumer electronics device method first interface universal serial bus usb interface method second interface support least one following transmission protocol gigabit ethernet gigabit ethernet gigabit ethernet sonet serdes pci express infiniband thunderbolt hdmi method comprising forming package least partially enclose substrate method first interface configured electrically couple first type connector second interface configured electrically couple second type connector method first second type connector represent different type cable method first second type connector represent different type wireless connector method comprising arranging least portion plurality ultrasonic transducer first portion substrate arranging least portion first interface andor second interface nonoverlapping second portion substrate method comprising arranging ultrasonic transducer first portion substrate method comprising arranging first interface andor second interface second portion substrate method comprising arranging least part control circuitry second portion substrate method plurality ultrasonic transducer constitutes first plurality comprising forming second plurality ultrasonic transducer substrate coupled control circuitry method comprising packaging substrate method packaging substrate comprises packaging substrate package render first interface inaccessible externally method packaging substrate comprises packaging substrate package includes first port corresponding first interface first type second port corresponding second interface second type method comprising forming single substrate ultrasoundonachip imaging device comprising multiple different interface type supporting different data transfer method comprising configuring least two different interface type multiple different interface type interface different type external device method ultrasoundonachip imaging device includes arrangement micromachined ultrasonic transducer control circuitry coupled arrangement micromachined ultrasonic transducer method multiple different interface type include first interface type second interface type first interface type configured support data transfer rate spanning first range second interface type configured support data transfer rate spanning second range least partially overlapping first range method comprising forming substrate plurality ultrasound element first interface first type substrate second interface second type different first type substrate method first type characterized slower data rate second type
263,system method detecting target material using visnir detector,present disclosure provides system method determining presence target material sample general term system method disclosed provide collecting interacted photon sample target material interacted photon passed tunable filter visnir detector visnir detector generates visnir hyperspectral image representative filtered interacted photon hyperspectral image filtered interacted photon analyzed comparing hyperspectral image filtered interacted photon known hyperspectral image identify presence target material sample system method disclosed provide easy identification presence target material sample,system identifying target material sample system comprising first collection optic configured collect plurality interacted photon interacted sample tunable filter configured filter first plurality interacted photon collected first collection optic plurality wavelength generate filtered interacted photon visnir detector configured detect filtered interacted photon visnir detector generates visnir hyperspectral image representation filtered interacted photon processor configured analyze visnir hyperspectral image filtered interacted photon comparing visnir hyperspectral image filtered interacted photon database known visnir hyperspectral image order identify presence target material system comprising second collection optic configured collect second plurality interacted photon rgb detector configured detect second plurality interacted photon collected second collection optic rgb detector configured generate rgb image representation second plurality interacted photon system visnir hyperspectral image rgb image generated substantially simultaneously system comprising illumination source illumination source configured provide photon interact sample generate plurality interacted photon system tunable filter comprises liquid crystal tunable filter multi conjugate tunable filter acoustooptical tunable filter lyot liquid crystal tunable filter evans splitelement liquid crystal tunable filter solc liquid crystal tunable filter ferroelectric liquid crystal tunable filter fabry perot liquid crystal tunable filter combination system visnir detector comprises ingaas detector cmos detector insb detector mct detector iccd detector ccd detector combination system visnir detector comprises focal plane array system comprising display configured display analysis information obtained system user system comprising user interface configured receive one input user interact system system processor configured analyze visnir hyperspectral image generated filtered interacted photon applying chemometric system chemometric technique comprises principle component analysis partial least square discriminate analysis cosine correlation analysis euclidian distance analysis kmeans clustering multivariate curve resolution band entropy method mahalanobis distance adaptive subspace detector spectral mixture resolution bayesian fusion combination system system housed portable handheld unit method identifying target material sample method comprising collecting plurality interacted photon sample plurality interacted photon interacted sample directing first plurality interacted photon filter generate first plurality filtered photon filter separate first plurality interacted photon plurality wavelength detecting first plurality filtered photon visnir hyperspectral image detector generating visnir hyperspectral image first plurality filtered photon analyzing visnir hyperspectral image filtered interacted photon comparing vi nir hyperspectral image filtered interacted photon database known hyperspectral image identify presence target material method comprising collecting second plurality interacted photon detecting second plurality interacted photon rgb detector generating rgb image representation second plurality interacted photon method visnir hyperspectral image filtered interacted photon rgb image generated simultaneously method comprising illuminating sample illumination source illumination source provides photon interact sample generate second plurality interacted photon method comprising illuminating sample illumination source illumination source provides photon interact sample generate first plurality interacted photon method analyzing visnir hyperspectral image comprises applying chemometric technique system identifying target material sample system comprising illumination source configured provide photon interact sample generate plurality interacted photon first collection optic configured collect first plurality interacted photon first plurality interacted photon includes photon interacted sample second collection optic configured collect second plurality interacted photon second plurality interacted photon includes photon interacted sample tunable filter configured filter first plurality interacted photon collected first collection optic plurality wavelength generate filtered interacted photon visnir detector configured detect filtered interacted photon visnir detector generates visnir hyperspectral image filtered interacted photon rgb detector configured detect second plurality interacted photon rgb detector generates rgb image representation second plurality interacted photon processor configured analyze visnir hyperspectral filtered interacted photon compare visnir hyperspectral image filtered interacted photon database known visnir hyperspectral image order identify target material system visnir hyperspectral image rgb image generated simultaneously system tunable filter comprises liquid crystal tunable filter multi conjugate tunable filter acoustooptical tunable filter lyot liquid crystal tunable filter evans splitelement liquid crystal tunable filter solc liquid crystal tunable filter ferroelectric liquid crystal tunable filter fabry perot liquid crystal tunable filter combination system visnir detector comprises ingaas detector cmos detector insb detector mct detector iccd detector ccd detector combination system visnir detector comprises focal plane array system comprising display configured display visnir hyperspectral analysis information rgb image information combination obtained system user system comprising user interface configured receive one input user interact system system processor configured analyze visnir hyperspectral image filtered interacted photon applying chemometric technique system chemometric technique comprises principle component analysis partial least square discriminate analysis cosine correlation analysis euclidian distance analysis kmeans clustering multivariate curve resolution band entropy method mahalanobis distance adaptive subspace detector spectral mixture resolution bayesian fusion combination system system housed portable handheld unit
264,labeled implantable medical device,general technique described labeling implantable medical device imd one example imd include housing including electronic circuitry imd include header coupled housing includes core core define bore include first metal label positioned adjacent least one bore imd includes lead assembly including least one lead distal end proximal end least one lead including second metal label distal end including least one electrode proximal end received within bore,implantable medical device comprising housing including electronic circuitry header coupled housing including core first face second face opposite first face first side wall second side wall opposite first side wall core including first bore extending first side wall toward second side wall first connector block opening communication first bore first connector block positioned within first connector block opening first connector block includes first identifier first contact wire extending housing first contact wire including first identifier configured couple first connector block implantable medical device core includes first receiving cavity extending first side wall toward second side wall first receiving cavity positioned adjacent first bore first window extending first face receiving cavity first window communication receiving cavity implantable medical device including first metal label positioned within first receiving cavity adjacent first bore first metal label includes first identifier implantable medical device first identifier color implantable medical device core includes second bore extending first side wall toward second side wall second receiving cavity extending form first side wall toward second side wall second receiving cavity positioned adjacent second bore second window extending first face receiving cavity second window communication second receiving cavity second connector block opening communication second bore implantable medical device including second metal label positioned within second receiving cavity adjacent second bore second metal label includes second identifier second connector block positioned within second connector block opening second connector block includes second identifier second identifier different first identifier second contact wire extending housing second contact wire including second identifier configured couple second connector block implantable medical device including lead assembly including first lead second lead first lead includes first metal label including first identifier configured electrically coupled electronic circuitry via first connector block first contact wire second lead includes second metal label including second identifier configured electrically coupled electronic circuitry via second connector block second contact wire implantable medical device first metal label second metal label chosen least one titanium tantalum tungsten stainless steel implantable medical device core overmolded dielectric material implantable medical device first receiving cavity first area greater second area first implantable medical device comprising housing including electronic circuitry header coupled housing including core core including bore connector block opening communication first bore connector block positioned within connector block opening including first identifier contact wire extending housing contact wire including first identifier configured couple connector block implantable medical device first identifier color implantable medical device including receiving cavity positioned adjacent bore window communication receiving cavity metal label positioned within first receiving cavity including first identifier implantable medical device first identifier metal label visible window implantable medical device metal label first metal label device including lead including second metal label including first identifier lead configured electrically coupled electronic circuitry via connector block contact wire method labeling implantable medical device method comprising positioning connector block including least first color within connector block opening core header connector block opening communication bore core coupling contact wire extending housing connector block positioned within bore contact wire includes first color overmolding core including biocompatible metal substrate label connector block method including coupling biocompatible metal substrate core biocompatible metal substrate positioned adjacent bore includes first color method including anodizing biocompatible metal substrate contact wire connector block include least first color method including coupling lead bore lead includes annular ring first color method lead positioned within bore electrically coupled electronic circuitry via first connector block contact wire
265,method improving muscle heart function,present invention encompasses combination comprising plurality amino acid formulation use human animal well method increasing muscle protein synthesis muscle strength andor muscle function subject chronic heart failure cardiac cachexia combination,method increasing nitric oxide production subject chronic heart failure cardiac cachexia combination method comprising administering subject combination comprising phenylalanine valine threonine tryptophan methionine leucine isoleucine lysine histidine citrulline lcarnitine ww ratio respectively biotin fatty acid combination method combination combination listed table b method subject human method subject risk muscle atrophy method subject also diagnosed disease condition selected group consisting polio guillanbarre syndrome congestive heart failure acute coronary syndrome cancer sarcopenia spinal cord injury osteoarthritis arthritis stroke malnutrition muscular dystrophy spinal muscular atrophy inflammatory myopathy disease peripheral nerve disease neuromuscular junction metabolic disease muscle method comprising increasing muscle protein synthesis increasing muscle strength increasing muscle function combination
266,measuring atrial fibrillation burden using implantable device based sensor,apparatus may include sensing circuit arrhythmia detection circuit sensing circuit configured generate sensed physiological signal representative cardiac activity subject arrhythmia detection circuit configured monitor ventricular depolarization vv interval using sensed physiological signal detect least portion vv interval satisfies arrhythmia detection threshold interval calculate value variability vv interval calculate value variability systolic portion vv interval response detection generate indication atrial fibrillation af comparison including value variability vv interval value variability systolic portion vv interval provide indication least one user process,system comprising heart sound sensing circuit configured generate sensed heart sound signal representative least one heart sound subject arrhythmia detection circuit configured monitor time interval include fiducial least one heart sound subject monitor ventricular depolarization vv interval calculate value variability vv interval calculate value variability time interval generate indication atrial fibrillation af calculated value indicate change variability vv interval greater change variability time interval system arrhythmia detection circuit configured monitor time interval heart sound heart sound interval calculate value variability interval generate indication af calculated value indicate change variability vv interval greater change variability interval system including cardiac signal sensing circuit configured generate sensed cardiac signal representative electrical cardiac activity subject arrhythmia detection circuit configured detect rwave cardiac signal monitor interval r wave heart sound interval using cardiac signal heart sound signal calculate value variability interval generate indication af calculated value indicate change variability vv interval greater change variability interval system cardiac signal sensing circuit arrhythmia detection circuit implantable subcutaneously includes electrode configured sense cardiac signal absent direct cardiac contact subject system including cardiac signal sensing circuit configured generate sensed cardiac signal representative electrical cardiac activity subject arrhythmia detection circuit configured detect qwave cardiac signal monitor interval q wave heart sound interval using cardiac signal heart sound signal calculate value variability interval generate indication af calculated value indicate change variability vv interval greater change variability interval system time interval include fiducial least one heart sound represent systolic portion vv interval systolic portion vv interval subinterval vv interval associated cardiac systole arrhythmia detection circuit configured calculate value variability systolic portion vv interval andgenerate indication af calculated value indicate change variability vv interval greater change variability systolic portion vv interval system arrhythmia detection circuit configured change device based therapy response generated indication af system arrhythmia detection circuit configured generate indication af calculated value indicate change variability vv interval greater change variability time interval change variability vv interval exceeds first specified arrhythmia detection variability change value threshold system arrhythmia detection circuit configured calculate ratio value variability vv interval value variability time interval include fiducial least one heart sound generate indication af calculated ratio satisfies specified af detection ratio threshold system arrhythmia detection circuit configured detect change variability vv interval satisfies specified arrhythmia detection variability change value within specified time duration compare value variability vv interval value variability time interval include fiducial least one heart sound change variability vv interval satisfies specified arrhythmia detection variability change value system arrhythmia detection circuit configured detect least portion vv interval satisfies arrhythmia detection threshold interval generate indication af vv interval satisfies arrhythmia detection threshold interval calculated value indicate change variability vv interval greater change variability time interval include fiducial least one heart sound system arrhythmia detection circuit configured calculate value af burden subject indication af system including therapy circuit configured provide electrical cardioverterdefibrillation therapy single ventricle subject method operating medical device method comprising monitoring ventricular depolarization vv interval subject monitoring time interval include fiducial least one heart sound subject calculating value variability vv interval calculating value variability time interval include fiducial least one heart sound generating medical device indication atrial fibrillation af calculated value indicate change variability vv interval greater change variability time interval method monitoring time interval include fiducial least one heart sound includes monitoring time interval heart sound heart sound interval calculating value variability time interval includes calculating value variability interval generating indication af includes generating indication calculated value indicate change variability vv interval greater change variability interval method monitoring time interval include fiducial least one heart sound includes monitoring time interval rwaves heart sound interval using sensed cardiac signal heart sound signal calculating value variability time interval includes calculating value variability interval generating indication af includes generating indication af calculated value indicate change variability vv interval greater change variability interval method monitoring time interval include fiducial least one heart sound includes monitoring time interval qwaves heart sound using cardiac signal heart sound signal calculating value variability time interval includes calculating value variability interval generating indication af includes generating indication af calculated value indicate change variability vv interval greater change variability q interval method monitoring time interval include fiducial least one heart sound includes monitoring time interval represent systolic portion vv interval systolic portion vv interval subinterval vv interval associated cardiac systole calculating value variability time interval includes calculating value variability systolic portion vv interval generating indication af includes generating indication af calculated value indicate change variability vv interval greater change variability systolic portion vv interval method including generating indication af calculated value indicate change variability vv interval greater change variability time interval change variability vv interval exceeds first specified arrhythmia detection variability change value threshold method including changing devicebased therapy response generated indication af
267,method orthopedic treatment radiation,orthopedic infrared laser medical device method use applying infrared energy anatomic region interest located within body patient device includes hollow needle housing needle releasably mounted housing includes infrared lasersource producing laser beam directing beam needle exit open distal end needle distal end needle sharp pierce skin patient position closely adjacent anatomic region interest deliver infrared laser beam thereto without intervening skin tissue attenuating infrared laser beam device used various orthopedic purpose also used fat patient release activated stem cell,method treating orthopedic disease condition patient irradiation orthopedic region interest located within body patient said method comprising providing device comprising housing needle said needle elongated member proximal end sharpened distal end hollow passageway extending therethrough said proximal end said distal end said housing comprising infrared laser source located arranged activated produce collimated infrared laser beam enter said hollow passageway said proximal end said needle pas therethrough exit said distal end said needle b introducing said needle body patient causing said sharpened distal end pierce skin underlying tissue said distal end said needle located orthopedic region interest c activating said laser source produce near infrared laser beam range whereupon said infrared laser beam exit said distal end said needle impinge said orthopedic region interest without intervening skin underlying tissue attenuating said infrared laser beam method said laser source either continuous infrared laser beam pulsed infrared laser beam method said laser beam range milliwatt energy method said laser beam range milliwatt energy method said orthopedic disease condition nonunion delayedunion bone fracture method said orthopedic disease condition avascular necrosis method said orthopedic disease condition low back pain method said orthopedic disease condition plantar fasciitis method said orthopedic disease condition osteomyelitis method said orthopedic disease condition supraspinatus tendinitis method said orthopedic disease condition patelofemoral maltracking method said orthopedic disease condition coccydynia method said orthopedic disease condition osteoarthritic joint disease method said orthopedic disease condition carpal tunnel syndrome
268,electronic device modulated light flash operation rolling shutter image sensor,electronic device includes modulated light projector electronic rolling shutter er imaging camera sensor array set pixel row electronic device includes controller control modulated light projector project modulated light flash capture first image frame sensor array controller initiate modulated light flash pixel row set exposed gathering light terminate modulated light flash pixel row set exposed capture next image frame sensor array electronic device includes processor determine modulated light image data based first image frame controller also may control modulated light projector refrain projecting modulated light flash capture second image frame adjacent first image frame,userheld electronic device comprising modulated light projector electronic rolling shutter er imaging camera sensor array pixel row controller control modulated light projector project modulated light flash environment userheld electronic device capture first image frame sensor array refrain projecting modulated light flash capture second image frame adjacent capture first image frame first second image frame captured frame rate greater nominal frame rate capture visible light imagery userheld electronic device controller initiate modulated light flash pixel row sensor array exposed gathering light first image frame terminate modulated light flash pixel row sensor array cease exposed gathering light first image frame processor determine modulated light image data based first image frame determine one spatial feature environment based modulated light image data determine pose userheld electronic device relative environment based one spatial feature controller control er imaging camera initiate exposure pixel row sensor array substantially simultaneously capture first image frame initiate modulated light flash response initiation exposure pixel row substantially simultaneously userheld electronic device er imaging camera capture first image frame second image frame frame rate least twice nominal frame rate er imaging camera userheld electronic device processor determine modulated light image data based comparison first image frame second image frame userheld electronic device comprising mechanical shutter terminate exposure pixel row sensor array substantially simultaneously capture first image frame controller control modulated light projector terminate modulated light flash prior activation mechanical shutter capture first image userheld electronic device modulated light projector comprises array one vertical cavity surface emitting laser vcsel diode array one lens overlying array one vcsel diode diffractive optical element overlying array one lens method comprising capturing first image frame electronic rolling shutter er imaging camera userheld electronic device initiating projection modulated light flash environment userheld electronic device pixel row sensor array er imaging camera exposed gathering light first image frame terminating modulated light flash pixel row sensor array cease exposed gathering light first image frame capturing second image frame er imaging camera adjacent capturing first image frame first second image frame captured frame rate greater nominal frame rate capture visible light imagery userheld electronic device refraining projection modulated light flash capture second image frame determining modulated light image data based first image frame determining one spatial feature environment based modulated light image data determining pose userheld electronic device relative environment based one spatial feature capturing first image frame includes initiating exposure pixel row sensor array substantially simultaneously initiating modulated light flash includes initiating modulated light flash response initiation exposure pixel row substantially simultaneously method determining modulated light image data based first image frame comprises determining modulated light image data based comparison first image frame second image frame method capturing first image frame includes terminating exposure pixel row sensor array substantially simultaneously terminating modulated light flash includes terminating modulated light flash prior terminating exposure pixel row substantially simultaneously method terminating exposure pixel row substantially simultaneously comprises activating mechanical shutter terminate exposure pixel row method comprising capturing electronic rolling shutter er imaging camera user held electronic device set image frame first frame rate capturing er imaging camera first image frame second image frame second frame rate second frame rate greater first frame rate projecting modulated light flash environment userheld electronic device capture first image frame duration modulated light flash occurring pixel row er imaging camera exposed gathering light first image frame terminating pixel row er imaging camera cease exposed gathering light first image frame refraining projection modulated light flash capture second image frame determining modulated light image data based comparison first image frame second image frame determining one spatial feature environment based modulated light image data determining pose userheld electronic device relative environment based one spatial feature capturing first image frame includes initiating exposure pixel row sensor array er imaging camera substantially simultaneously projecting modulated light flash includes initiating modulated light flash response initiation exposure pixel row substantially simultaneously method capturing first image frame includes terminating exposure pixel row sensor array substantially simultaneously terminating modulated light flash includes terminating modulated light flash prior terminating exposure pixel row substantially method terminating exposure pixel row substantially simultaneously comprises activating mechanical shutter terminate exposure pixel row method determining modulated light image data comprises subtracting image content second image frame image content first image frame method comprising displaying image content image frame set image frame refraining displaying image content first image frame second image frame method capturing first image frame second image frame comprises capturing second image frame prior capturing first image frame
269,limiteduse surgical device,system includes energy source surgical device energy source receptacle configured delivery energy surgical device receptacle surgical device configured deliver energy tissue surgical device includes plug selectively engagable receptacle couple surgical device energy source plug includes prong configured mechanically transition condition permitting engagement plug receptacle another condition inhibiting engagement plug receptacle upon reaching predetermined usage threshold,surgical instrument comprising plug including prong fin prong transitionable first condition fin disposed retracted position prong defines first radial dimension second condition fin transition extended position prong defines second radial dimension larger first radial dimension prong disposed first condition plug configured engagement complementary receptacle defined energy source prong disposed second condition prong configured prevent plug engaging receptacle energy source surgical instrument fin mechanically transition first condition second condition response plug disengaging receptacle energy source surgical instrument prong includes actuation assembly coupled fin actuation assembly transitionable unactuated state actuation assembly retains fin retracted position actuated state actuation assembly transition fin extended position surgical instrument actuation assembly configured transition unactuated state actuated state plug engages receptacle energy source surgical instrument actuation assembly configured transition unactuated state actuated state plug disengages receptacle energy source surgical instrument actuation assembly includes actuating arm shaft shaft configured longitudinally translate within plug actuation assembly transition unactuated state actuated state actuating arm coupled shaft fin shaft translate within plug actuation arm move fin retracted position extended position surgical instrument shaft includes first end portion extending tip plug including end feature end feature spaced apart tip plug unactuated position approximated tip plug actuated position second end portion coupled actuating arm surgical instrument shaft includes first end portion extending tip plug including end feature end feature approximated tipof plug unactuated position extending tip plug actuated position second end portion coupled actuating arm surgical instrument fin biased towards extended position actuation assembly includes retaining member severing member retaining member configured retain fin retracted position severing member configured sever retaining member upon transitioning actuation assembly unactuated state actuated state thereby permitting fin transition extended position surgical instrument severing member spaced apart tip plug unactuated state approximated tip plug actuated state surgical instrument severing member approximated tip plug unactuated state spaced apart tip plug actuated state surgical system comprising energy source configured output energy energy source including receptacle defined surgical instrument configured deliver energy tissue surgical instrument including plug configured engagement receptacle electrically couple surgical instrument energy source plug including prong fin prong transitionable first condition fin disposed retracted position prong defines first radial dimension second condition fin transition extended position prong defines second radial dimension larger first radial dimension prong disposed first condition plug configured engagement receptacle defined energy source prong disposed second condition prong configured prevent plug engaging receptacle energy source system plug includes actuation assembly configured transition fin retracted extended position system actuation assembly includes plunger configured move initial position defining unactuated state actuation assembly final position defining actuated state actuation assembly system plunger includes first end portion second end portion first end portion end feature extending tip prong end feature spaced part tip initial position end feature approximated tip final position system second end portion coupled fin actuation arm actuation arm transitioning fin retracted position actuation assembly unactuated state extended position actuation assembly actuated state system second end portion includes retaining member maintains fin retracted position bias towards extended position severing member cut retaining member plunger move towards final state fin permitted move towards extended position system plunger includes first end portion second end portion first end portion end feature approximated tip initial position end feature spaced part tip final position system second end portion coupled fin actuation arm actuation arm transitioning fin retracted position actuation assembly unactuated state extended position actuation assembly actuated system second end portion includes retaining member maintains fin retracted position bias towards extended position severing member cut retaining member plunger move towards final state fin permitted move towards extended position
270,headmounted display device camera imaging eye microsaccades,one embodiment headmounted display device comprises augmented reality display camera positioned capture image least one eye user different time ambient light sensor speaker one processor process image determine change size least one pupil user independent change output ambient light sensor determine least one eye microsaccade amplitude eye microsaccade frequency eye gaze direction vergence provide form audio alert signal form display alert signal change size least one pupil indicates constriction dilation eye microsaccade amplitude pass eye microsaccade amplitude threshold eye microsaccade frequency pass eye microsaccade frequency threshold eye gaze direction change vergence change,headmounted display device comprising augmented reality display configured overlay information view environment user headmounted display device camera positioned capture plurality image least one eye user first time period second time period first time period user wearing headmounted display device ambient light sensor speaker one processor one nontransitory computerreadable storage medium operatively connected one processor collectively comprising instruction instruction direct one processor process plurality image first time period second time period determine change size least one pupil user independent change output ambient light sensor process plurality image second time period determine least one eye microsaccade amplitude eye microsaccade frequency eye gaze direction vergence provide substantially realtime subsequent second time period form alert form alert including form audio alert signal speaker form display alert visible user augmented reality display change size least one pupil indicates constriction dilation eye microsaccade amplitude pass eye microsaccade amplitude threshold eye microsaccade frequency pass eye microsaccade frequency threshold eye gaze direction change vergence change head mounted display device instruction direct one processor process plurality image least one eye extract iris image retina image first time period second time period verify identity user head mounted display device restrict usage headmounted display device iris image retina image second time period match iris image retina image first time period headmounted display device comprising least one accelerometer least one gyroscope configured measure acceleration orientation headmounted display device simultaneously sequentially form display alert visible augmented reality display based part orientation headmounted display device comprising one electrode configured monitor electrical brain activity user headmounted display device form display alert visible augmented reality display based part level brain activity user headmounted display device
271,medical skin examination device,medical skin examination device configured diagnose skin lesion includes first storage unit configured store original first skin image related dermoscopy structure imaged via dermoscope image conversion unit configured apply high dynamic range hdr conversion processing first skin image obtain second skin image dermoscopy structure made clear salient second storage unit configured store second skin image display control unit configured execute control display least one first skin image second skin image,medical skin examination device configured diagnose skin lesion comprising separator configured input original first skin image related dermoscopy structure imaged via dermoscope separate luminance component first skin image base component detail component attenuator configured attenuate base component edge enhancement filter configured enhance edge attenuated base component enhancer configured enhance detail component combiner configured obtain second skin image combining color information component first skin image luminance component obtained combining output edge enhancement filter output enhancer medical skin examination device including first memory configured store plurality past skin image already imaged second memory configured input skin image stored first memory separator first skin image store plurality second skin image corresponding plurality first skin image combined combiner medical skin examination device plurality skin image stored second memory displayed parallel medical skin examination device including first memory configured store skin image newly imaged via dermoscope second memory configured input skin image stored first memory separator first skin image store second skin image combined combiner medical skin examination device skin image stored first memory skin image stored second memory displayed parallel medical skin examination device separator configured input first skin image expressed rgb color space separate component laxis component b ax conversion lab color space enhance component laxis medical skin examination device combiner configured obtain second skin image combining enhanced component laxis component b ax performing conversion rgb color space medical skin examination device including color enhancer configured enhance amplitude component b ax combiner configured obtain second skin image combining enhanced component laxis enhanced component b ax performing conversion rgb color image forming method comprising step inputting original first skin image related dermoscopy structure imaged via dermoscope separating luminance component first skin image base component detail component attenuating base component enhancing edge attenuated base component enhancing detail component first combining output edge enhancing step output enhancing step secondly combining separated color information component luminance component combined first combining step obtain second skin image nontransitory computerreadable storage medium storing computer program causing computer execute step inputting original first skin image related dermoscopy structure imaged via dermoscope separating luminance component first skin image base component detail component attenuating base component enhancing edge attenuated base component enhancing detail component first combining output edge enhancing step output enhancing step secondly combining separated color information component luminance component combined first combining step obtain second skin image
272,device method treat vaginal atrophy,method treating vaginal tissue atrophy female subject method including step engaging energy delivery element tissue around subject vagina applying energy tissue energy delivery element increasing blood flow internal vaginal tissue increased level baseline level blood flow internal vaginal tissue increased level blood flow internal vaginal tissue persisting applying step cease invention also provides device performing therapy,device treating vaginal tissue atrophy female subject comprising ultrasound transducer assembly coupling pad comprising deformable coupling structure adapted contact external genital tissue around subject vagina geometric feature configured mate coupling pad ultrasound transducer assembly ultrasound transducer assembly coupling pad adapted mated deliver ultrasound energy subject increase blood flow internal vaginal tissue increased level baseline level blood flow internal vaginal tissue increased level blood flow internal vaginal tissue persists energy application cease device ultrasound transducer assembly adapted deliver ultrasound energy frequency mhz mhz device ultrasound transducer assembly adapted deliver ultrasound energy intensity device ultrasound transducer assembly adapted deliver ultrasound energy duty cycle range device comprising sensor adapted configured measure physiologic parameter tissue around subject vagina ultrasound transducer assembly engaged tissue around subject vagina device configured use information sensor control energy delivery ultrasound transducer assembly device physiologic parameter temperature blood flow vaginal lubrication device coupling pad comprises least one silicone rubber soft plastic fabric flexible foam device coupling pad comprises gel device ultrasound transducer assembly coupling pad mated using least one adhesive springloaded feature mechanical snap fit elastic material wrap around back transducer device comprising feedback mechanism configured provide feedback subject regarding quality sufficiency contact ultrasound transducer assembly coupling pad device feedback mechanism comprises least one snap sound device comprising feedback mechanism configured provide feedback subject regarding quality sufficiency contact coupling pad subject tissue
